IFDM - Índice Firjan de Desenvolvimento Municipal (NOVO)
Sigla;Código;Município;2019;2020;2021;2022;2023;
BA;2911659;Guajeru;0,4485;0,4347;0,4614;0,482;0,5009;
BA;2911709;Guanambi;0,5478;0,5521;0,5484;0,5858;0,603;
BA;2911808;Guaratinga;0,3225;0,3429;0,3269;0,3671;0,4213;
BA;2911857;Heliópolis;0,4081;0,4281;0,4528;0,474;0,5184;
BA;2911907;Iaçu;0,4367;0,431;0,4216;0,4951;0,5607;
BA;2912004;Ibiassucê;0,3977;0,4;0,4662;0,5345;0,556;
BA;2912103;Ibicaraí;0,426;0,43;0,3583;0,4358;0,523;
BA;2912202;Ibicoara;0,3642;0,4059;0,4796;0,4798;0,5952;
BA;2912301;Ibicuí;0,3744;0,3816;0,3626;0,414;0,4667;
BA;2912400;Ibipeba;0,3586;0,3378;0,3112;0,3416;0,4461;
BA;2912509;Ibipitanga;0,3837;0,4275;0,4077;0,4369;0,5461;
BA;2912608;Ibiquera;0,373;0,3718;0,3551;0,3954;0,4615;
BA;2912707;Ibirapitanga;0,2833;0,309;0,3414;0,3692;0,4131;
BA;2912806;Ibirapuã;0,4721;0,5444;0,4619;0,5358;0,5404;
BA;2912905;Ibirataia;0,2712;0,3252;0,3262;0,3365;0,3915;
BA;2913002;Ibitiara;0,3455;0,3411;0,3635;0,4209;0,4698;
BA;2913101;Ibititá;0,3129;0,3863;0,3407;0,3808;0,4222;
BA;2913200;Ibotirama;0,4545;0,4786;0,461;0,5173;0,5262;
BA;2913309;Ichu;0,4678;0,4618;0,4614;0,4793;0,5527;
BA;2913408;Igaporã;0,4103;0,4034;0,4172;0,4853;0,4807;
BA;2913457;Igrapiúna;0,3969;0,3553;0,3533;0,4413;0,457;
BA;2913507;Iguaí;0,2783;0,3004;0,2989;0,3952;0,397;
BA;2913606;Ilhéus;0,3997;0,402;0,4209;0,4625;0,4756;
BA;2913705;Inhambupe;0,326;0,3656;0,3756;0,4076;0,4326;
BA;2913804;Ipecaetá;0,3821;0,3401;0,3516;0,4545;0,4671;
BA;2913903;Ipiaú;0,4119;0,46;0,4184;0,5245;0,608;
BA;2914000;Ipirá;0,3673;0,4047;0,3687;0,4274;0,4899;
BA;2914109;Ipupiara;0,4043;0,4569;0,4155;0,4597;0,425;
BA;2914208;Irajuba;0,2486;0,3464;0,2612;0,3138;0,392;
BA;2914307;Iramaia;0,2649;0,2566;0,2743;0,2722;0,3013;
BA;2914406;Iraquara;0,3629;0,3732;0,3551;0,4409;0,4778;
BA;2914505;Irará;0,3851;0,4341;0,4236;0,4739;0,5139;
BA;2914604;Irecê;0,5659;0,583;0,5778;0,5984;0,6731;
BA;2914653;Itabela;0,3498;0,3503;0,3434;0,4053;0,4265;
BA;2914703;Itaberaba;0,4536;0,468;0,5011;0,565;0,5713;
BA;2914802;Itabuna;0,5094;0,498;0,4861;0,5349;0,5703;
BA;2914901;Itacaré;0,4063;0,4056;0,4196;0,4678;0,4667;
BA;2915007;Itaeté;0,3282;0,3694;0,3756;0,4009;0,4547;
BA;2915106;Itagi;0,3068;0,347;0,3601;0,3907;0,4035;
BA;2915205;Itagibá;0,3476;0,4129;0,4128;0,515;0,5846;
BA;2915304;Itagimirim;0,3995;0,468;0,4;0,4663;0,4831;
BA;2915353;Itaguaçu da Bahia;0,2432;0,2467;0,2878;0,358;0,4269;
BA;2915403;Itaju do Colônia;0,2985;0,2979;0,2827;0,3828;0,4557;
BA;2915502;Itajuípe;0,2984;0,3415;0,3223;0,4068;0,4425;
BA;2915601;Itamaraju;0,4683;0,448;0,4615;0,468;0,4928;
BA;2915700;Itamari;0,3272;0,3555;0,3555;0,3784;0,4614;
BA;2915809;Itambé;0,2774;0,3398;0,3344;0,4013;0,4163;
BA;2915908;Itanagra;0,4325;0,4033;0,4509;0,5194;0,5389;
BA;2916005;Itanhém;0,3377;0,3686;0,3874;0,3542;0,4615;
BA;2916104;Itaparica;0,4322;0,3907;0,4481;0,4568;0,4991;
BA;2916203;Itapé;0,4372;0,3876;0,3876;0,4362;0,4585;
BA;2916302;Itapebi;0,3685;0,3794;0,3665;0,4574;0,5069;
BA;2916401;Itapetinga;0,4408;0,4625;0,4533;0,4995;0,5965;
BA;2916500;Itapicuru;0,358;0,2949;0,343;0,3823;0,4473;
BA;2916609;Itapitanga;0,3843;0,3581;0,3404;0,3498;0,5105;
BA;2916708;Itaquara;0,2709;0,3289;0,3169;0,3107;0,3634;
BA;2916807;Itarantim;0,3399;0,3398;0,3993;0,4264;0,438;
BA;2916856;Itatim;0,4517;0,5016;0,5393;0,5673;0,5862;
BA;2916906;Itiruçu;0,3698;0,3842;0,3985;0,4091;0,4563;
BA;2917003;Itiúba;0,4025;0,3722;0,3633;0,4004;0,4772;
BA;2917102;Itororó;0,3233;0,3141;0,3451;0,4047;0,4648;
BA;2917201;Ituaçu;0,4397;0,4294;0,41;0,4658;0,4913;
BA;2917300;Ituberá;0,3254;0,4053;0,3614;0,4702;0,4889;
BA;2917334;Iuiú;0,4005;0,341;0,4299;0,4818;0,5049;
BA;2917359;Jaborandi;0,528;0,5485;0,5147;0,5523;0,633;
BA;2917409;Jacaraci;0,3708;0,475;0,431;0,492;0,4971;
BA;2917508;Jacobina;0,4328;0,4874;0,4394;0,4994;0,5476;
BA;2917607;Jaguaquara;0,3563;0,4059;0,395;0,447;0,4846;
BA;2917706;Jaguarari;0,4855;0,4582;0,457;0,5263;0,5597;
BA;2917805;Jaguaripe;0,3205;0,3644;0,4114;0,3962;0,4844;
BA;2917904;Jandaíra;0,3916;0,4157;0,4231;0,4332;0,4779;
BA;2918001;Jequié;0,4827;0,4753;0,4634;0,4955;0,5419;
BA;2918100;Jeremoabo;0,3538;0,397;0,4211;0,4491;0,4772;
BA;2918209;Jiquiriçá;0,3865;0,4066;0,3978;0,4618;0,417;
BA;2918308;Jitaúna;0,3494;0,3878;0,3012;0,3527;0,4693;
BA;2918357;João Dourado;0,4122;0,4074;0,3893;0,484;0,5072;
BA;2918407;Juazeiro;0,5162;0,5041;0,4959;0,5601;0,5975;
BA;2918456;Jucuruçu;0,3753;0,3944;0,29;0,4304;0,414;
BA;2918506;Jussara;0,309;0,3215;0,2799;0,3309;0,4014;
BA;2918555;Jussari;0,399;0,4302;0,43;0,539;0,526;
BA;2918605;Jussiape;0,401;0,4852;0,4537;0,5337;0,5354;
BA;2918704;Lafaiete Coutinho;0,4298;0,5094;0,5237;0,5491;0,5607;
BA;2918753;Lagoa Real;0,3478;0,4401;0,4391;0,4315;0,414;
BA;2918803;Laje;0,3591;0,38;0,3833;0,4712;0,4956;
BA;2918902;Lajedão;0,4862;0,4359;0,4359;0,5033;0,5462;
BA;2919009;Lajedinho;0,3705;0,3968;0,4073;0,4046;0,4209;
BA;2919058;Lajedo do Tabocal;0,3803;0,4055;0,395;0,4578;0,4236;
BA;2919108;Lamarão;0,363;0,4008;0,321;0,3972;0,4614;
BA;2919157;Lapão;0,3845;0,481;0,456;0,5216;0,5404;
BA;2919207;Lauro de Freitas;0,61;0,6044;0,6111;0,6183;0,6336;
BA;2919306;Lençóis;0,3921;0,3679;0,3921;0,436;0,5229;
BA;2919405;Licínio de Almeida;0,5088;0,477;0,5561;0,5555;0,5927;
BA;2919504;Livramento de Nossa Senhora;0,4528;0,4826;0,4436;0,5113;0,5259;
BA;2919553;Luís Eduardo Magalhães;0,6118;0,6181;0,6195;0,6767;0,6865;
BA;2919603;Macajuba;0,3428;0,3628;0,4385;0,4321;0,4691;
BA;2919702;Macarani;0,3372;0,3456;0,3706;0,4465;0,4259;
BA;2919801;Macaúbas;0,3787;0,4433;0,4245;0,4692;0,4992;
BA;2919900;Macururé;0,3896;0,3519;0,441;0,4209;0,4707;
BA;2919926;Madre de Deus;0,5714;0,5447;0,5125;0,5419;0,5955;
BA;2919959;Maetinga;0,4632;0,4535;0,448;0,4501;0,5331;
BA;2920007;Maiquinique;0,3417;0,3703;0,333;0,3349;0,4761;
BA;2920106;Mairi;0,3392;0,414;0,4111;0,4342;0,4958;
BA;2920205;Malhada;0,2964;0,2803;0,3093;0,3792;0,4166;
BA;2920304;Malhada de Pedras;0,5231;0,4888;0,5205;0,4962;0,6175;
BA;2920403;Manoel Vitorino;0,3447;0,3826;0,336;0,3885;0,4484;
BA;2920452;Mansidão;0,351;0,3623;0,379;0,3818;0,4547;
BA;2920502;Maracás;0,4308;0,4397;0,4839;0,511;0,5303;
BA;2920601;Maragogipe;0,4051;0,438;0,4466;0,4599;0,4897;
BA;2920700;Maraú;0,3029;0,3445;0,3741;0,4057;0,4199;
BA;2920809;Marcionílio Souza;0,3913;0,4229;0,446;0,4845;0,5332;
BA;2920908;Mascote;0,3219;0,3408;0,3734;0,4082;0,4526;
BA;2921005;Mata de São João;0,6017;0,5744;0,6098;0,6429;0,6585;
BA;2921054;Matina;0,3488;0,4072;0,3671;0,4219;0,52;
BA;2921104;Medeiros Neto;0,4353;0,4278;0,4347;0,4786;0,5539;
BA;2921203;Miguel Calmon;0,4003;0,4151;0,3968;0,4308;0,4906;
BA;2921302;Milagres;0,3692;0,4352;0,4332;0,4239;0,4588;
BA;2921401;Mirangaba;0,3175;0,3641;0,3032;0,36;0,4672;
BA;2921450;Mirante;0,357;0,3752;0,4246;0,4259;0,4716;
BA;2921500;Monte Santo;0,3498;0,3727;0,3448;0,3843;0,4195;
BA;2921609;Morpará;0,3095;0,3348;0,3424;0,3671;0,42;
BA;2921708;Morro do Chapéu;0,384;0,3938;0,4064;0,4482;0,4886;
BA;2921807;Mortugaba;0,4288;0,5161;0,5032;0,542;0,5697;
BA;2921906;Mucugê;0,4303;0,4713;0,4641;0,4856;0,5614;
BA;2922003;Mucuri;0,4832;0,5534;0,5509;0,6008;0,6505;
BA;2922052;Mulungu do Morro;0,2932;0,3791;0,3658;0,4171;0,456;
BA;2922102;Mundo Novo;0,382;0,3626;0,3806;0,5117;0,5509;
BA;2922201;Muniz Ferreira;0,399;0,4151;0,4763;0,4804;0,5374;
BA;2922250;Muquém de São Francisco;0,3872;0,411;0,4435;0,4061;0,4561;
BA;2922300;Muritiba;0,4308;0,4277;0,4644;0,5127;0,5308;
BA;2922409;Mutuípe;0,3962;0,4438;0,4561;0,5193;0,5141;
BA;2922508;Nazaré;0,4588;0,4683;0,4395;0,5111;0,5536;
BA;2922607;Nilo Peçanha;0,3381;0,3447;0,3392;0,3695;0,3823;
BA;2922656;Nordestina;0,392;0,3931;0,4467;0,4185;0,406;
BA;2922706;Nova Canaã;0,2977;0,3467;0,3392;0,424;0,4959;
BA;2922730;Nova Fátima;0,3911;0,481;0,4738;0,5292;0,5235;
BA;2922755;Nova Ibiá;0,3823;0,3824;0,3478;0,4446;0,4892;
BA;2922805;Nova Itarana;0,3713;0,4341;0,4304;0,4933;0,5088;
BA;2922854;Nova Redenção;0,3915;0,3822;0,4105;0,3743;0,414;
BA;2922904;Nova Soure;0,3631;0,3349;0,3232;0,425;0,4327;
BA;2923001;Nova Viçosa;0,4274;0,4234;0,4962;0,531;0,5388;
BA;2923035;Novo Horizonte;0,3209;0,3409;0,3683;0,4449;0,5187;
BA;2923050;Novo Triunfo;0,329;0,3442;0,3645;0,4559;0,5086;
BA;2923100;Olindina;0,2676;0,3021;0,3417;0,4075;0,4768;
BA;2923209;Oliveira dos Brejinhos;0,3594;0,3992;0,3653;0,4214;0,4862;
BA;2923308;Ouriçangas;0,4226;0,4496;0,4572;0,448;0,5268;
BA;2923357;Ourolândia;0,3647;0,3732;0,3834;0,4139;0,4876;
BA;2923407;Palmas de Monte Alto;0,2887;0,3744;0,4191;0,4427;0,4669;
BA;2923506;Palmeiras;0,3803;0,3599;0,3393;0,4025;0,4367;
BA;2923605;Paramirim;0,4467;0,4357;0,3967;0,4773;0,5047;
BA;2923704;Paratinga;0,3254;0,3112;0,3083;0,3112;0,325;
BA;2923803;Paripiranga;0,4218;0,4304;0,3837;0,4386;0,4955;
BA;2923902;Pau Brasil;0,374;0,3729;0,3763;0,3514;0,4174;
BA;2924009;Paulo Afonso;0,464;0,4453;0,4218;0,4754;0,5233;
BA;2924058;Pé de Serra;0,4571;0,4414;0,4152;0,4892;0,4826;
BA;2924108;Pedrão;0,3385;0,2957;0,3835;0,3763;0,413;
BA;2924207;Pedro Alexandre;0,3541;0,2888;0,317;0,3871;0,4157;
BA;2924306;Piatã;0,3509;0,4618;0,442;0,4931;0,5328;
BA;2924405;Pilão Arcado;0,2787;0,2607;0,2657;0,2626;0,2986;
BA;2924504;Pindaí;0,397;0,459;0,4235;0,4467;0,4814;
BA;2924603;Pindobaçu;0,4182;0,4331;0,4121;0,4817;0,4855;
BA;2924652;Pintadas;0,4175;0,4892;0,4315;0,4615;0,5446;
BA;2924678;Piraí do Norte;0,3224;0,2873;0,2725;0,3538;0,3648;
BA;2924702;Piripá;0,4343;0,4357;0,3803;0,4866;0,5594;
BA;2924801;Piritiba;0,3109;0,3482;0,3255;0,4278;0,4475;
BA;2924900;Planaltino;0,3542;0,3749;0,341;0,4202;0,4879;
BA;2925006;Planalto;0,3474;0,3984;0,406;0,4754;0,5003;
BA;2925105;Poções;0,4232;0,4091;0,4186;0,4827;0,5025;
BA;2925204;Pojuca;0,5121;0,5586;0,5346;0,5917;0,6417;
BA;2925253;Ponto Novo;0,3548;0,3676;0,3697;0,4;0,4449;
BA;2925303;Porto Seguro;0,4781;0,5166;0,485;0,5349;0,5821;
BA;2925402;Potiraguá;0,3365;0,3523;0,3408;0,4361;0,4505;
BA;2925501;Prado;0,36;0,3499;0,3445;0,4027;0,4325;
BA;2925600;Presidente Dutra;0,3825;0,3935;0,4021;0,4459;0,4503;
BA;2925709;Presidente Jânio Quadros;0,3919;0,465;0,4704;0,4571;0,5476;
BA;2925758;Presidente Tancredo Neves;0,3297;0,3567;0,3322;0,4135;0,4174;
BA;2925808;Queimadas;0,3195;0,3362;0,2961;0,3353;0,4089;
BA;2925907;Quijingue;0,3624;0,3507;0,3229;0,4019;0,4431;
BA;2925931;Quixabeira;0,4451;0,464;0,4892;0,5054;0,5209;
BA;2925956;Rafael Jambeiro;0,411;0,4075;0,377;0,4426;0,4348;
BA;2926004;Remanso;0,3222;0,3614;0,3521;0,3837;0,4327;
BA;2926103;Retirolândia;0,4642;0,4863;0,4204;0,5214;0,5295;
BA;2926202;Riachão das Neves;0,3216;0,3728;0,4023;0,397;0,4858;
BA;2926301;Riachão do Jacuípe;0,4007;0,453;0,4122;0,463;0,4608;
BA;2926400;Riacho de Santana;0,4028;0,3956;0,4287;0,4996;0,4953;
BA;2926509;Ribeira do Amparo;0,3416;0,4058;0,4271;0,4715;0,5221;
BA;2926608;Ribeira do Pombal;0,4371;0,4426;0,4542;0,4933;0,5502;
BA;2926657;Ribeirão do Largo;0,2985;0,3478;0,3659;0,3897;0,444;
BA;2926707;Rio de Contas;0,4219;0,4279;0,5013;0,4485;0,5329;
BA;2926806;Rio do Antônio;0,4179;0,3941;0,396;0,4092;0,4864;
BA;2926905;Rio do Pires;0,3516;0,3403;0,3121;0,3489;0,5038;
BA;2927002;Rio Real;0,3647;0,409;0,3865;0,4254;0,4811;
BA;2927101;Rodelas;0,3337;0,3641;0,2944;0,3892;0,463;
BA;2927200;Ruy Barbosa;0,3878;0,4051;0,4628;0,4833;0,4999;
BA;2927309;Salinas da Margarida;0,3815;0,4175;0,4036;0,4389;0,4498;
BA;2927408;Salvador;0,587;0,601;0,5746;0,6124;0,6442;
BA;2927507;Santa Bárbara;0,3678;0,3406;0,3434;0,3713;0,4187;
BA;2927606;Santa Brígida;0,3228;0,377;0,3249;0,3332;0,4118;
BA;2927705;Santa Cruz Cabrália;0,3894;0,4486;0,4174;0,4591;0,5222;
BA;2927804;Santa Cruz da Vitória;0,4333;0,4264;0,4116;0,4413;0,532;
BA;2927903;Santa Inês;0,4196;0,4268;0,4073;0,4225;0,505;
BA;2928000;Santaluz;0,4296;0,4347;0,46;0,5036;0,512;
BA;2928059;Santa Luzia;0,3025;0,3242;0,3087;0,3421;0,3779;
BA;2928109;Santa Maria da Vitória;0,4336;0,4293;0,4221;0,4176;0,5607;
BA;2928208;Santana;0,3631;0,3895;0,3416;0,4438;0,4538;
BA;2928307;Santanópolis;0,3522;0,4031;0,3294;0,432;0,4427;
BA;2928406;Santa Rita de Cássia;0,328;0,3787;0,362;0,4119;0,4309;
BA;2928505;Santa Teresinha;0,3773;0,4095;0,4441;0,4438;0,5008;
BA;2928604;Santo Amaro;0,4213;0,4237;0,4074;0,4426;0,4819;
BA;2928703;Santo Antônio de Jesus;0,5526;0,5148;0,5538;0,6081;0,6261;
BA;2928802;Santo Estêvão;0,443;0,446;0,4934;0,5261;0,5435;
BA;2928901;São Desidério;0,4788;0,5314;0,484;0,5366;0,5678;
BA;2928950;São Domingos;0,4243;0,4409;0,4344;0,441;0,5203;
BA;2929008;São Félix;0,4554;0,4591;0,4497;0,4776;0,5365;
BA;2929057;São Félix do Coribe;0,4966;0,4871;0,4712;0,5079;0,5501;
BA;2929107;São Felipe;0,445;0,4768;0,4625;0,4584;0,4845;
BA;2929206;São Francisco do Conde;0,5329;0,5245;0,5004;0,4906;0,5723;
BA;2929255;São Gabriel;0,3484;0,3672;0,3333;0,4337;0,4162;
BA;2929305;São Gonçalo dos Campos;0,4027;0,3949;0,4204;0,4763;0,518;
BA;2929354;São José da Vitória;0,2958;0,3295;0,3838;0,3854;0,3933;
BA;2929370;São José do Jacuípe;0,3918;0,3699;0,3917;0,4944;0,5415;
BA;2929404;São Miguel das Matas;0,3502;0,3362;0,3467;0,3886;0,4373;
BA;2929503;São Sebastião do Passé;0,453;0,4698;0,4739;0,4893;0,5415;
BA;2929602;Sapeaçu;0,461;0,4582;0,4447;0,4841;0,5302;
BA;2929701;Sátiro Dias;0,3285;0,342;0,3407;0,4342;0,4472;
BA;2929750;Saubara;0,4169;0,4117;0,4632;0,4696;0,5301;
BA;2929800;Saúde;0,3324;0,3509;0,3612;0,448;0,444;
BA;2929909;Seabra;0,439;0,4989;0,4647;0,5021;0,5229;
BA;2930006;Sebastião Laranjeiras;0,4019;0,4241;0,398;0,477;0,4978;
BA;2930105;Senhor do Bonfim;0,4705;0,4808;0,4676;0,5108;0,537;
BA;2930154;Serra do Ramalho;0,3497;0,3958;0,3784;0,433;0,4358;
BA;2930204;Sento Sé;0,3436;0,3544;0,3498;0,4391;0,4428;
BA;2930303;Serra Dourada;0,3575;0,3444;0,3351;0,3556;0,393;
BA;2930402;Serra Preta;0,3644;0,4019;0,3489;0,4233;0,4172;
BA;2930501;Serrinha;0,4094;0,4545;0,3901;0,4427;0,5247;
BA;2930600;Serrolândia;0,444;0,4732;0,419;0,4786;0,5015;
BA;2930709;Simões Filho;0,4721;0,5029;0,521;0,5414;0,5835;
BA;2930758;Sítio do Mato;0,2721;0,3021;0,3299;0,3476;0,3515;
BA;2930766;Sítio do Quinto;0,3004;0,3226;0,3433;0,3813;0,4414;
BA;2930774;Sobradinho;0,4204;0,4274;0,4389;0,4739;0,5059;
BA;2930808;Souto Soares;0,3851;0,3824;0,4057;0,4143;0,4521;
BA;2930907;Tabocas do Brejo Velho;0,2994;0,3525;0,3819;0,3766;0,4334;
BA;2931004;Tanhaçu;0,391;0,3981;0,4183;0,4234;0,5106;
BA;2931053;Tanque Novo;0,3645;0,4504;0,4363;0,492;0,5077;
BA;2931103;Tanquinho;0,3699;0,3866;0,3841;0,4185;0,4583;
BA;2931202;Taperoá;0,2835;0,2555;0,271;0,333;0,3534;
BA;2931301;Tapiramutá;0,3727;0,3819;0,3952;0,4678;0,5221;
BA;2931350;Teixeira de Freitas;0,5194;0,5308;0,506;0,5355;0,5832;
BA;2931400;Teodoro Sampaio;0,4464;0,4842;0,4375;0,4867;0,5293;
BA;2931509;Teofilândia;0,4025;0,4328;0,3714;0,447;0,525;
BA;2931608;Teolândia;0,3741;0,3386;0,3778;0,4124;0,4822;
BA;2931707;Terra Nova;0,4669;0,4787;0,5058;0,4473;0,5147;
BA;2931806;Tremedal;0,3424;0,417;0,3939;0,4206;0,5097;
BA;2931905;Tucano;0,3884;0,4338;0,3858;0,4413;0,4547;
BA;2932002;Uauá;0,3771;0,3733;0,3862;0,4167;0,4511;
BA;2932101;Ubaíra;0,3789;0,4356;0,4405;0,4886;0,5363;
BA;2932200;Ubaitaba;0,3212;0,3317;0,2848;0,3783;0,4238;
BA;2932309;Ubatã;0,3331;0,3978;0,4079;0,4231;0,4931;
BA;2932408;Uibaí;0,3134;0,3907;0,3731;0,4743;0,4939;
BA;2932457;Umburanas;0,3531;0,3967;0,3495;0,3678;0,4974;
BA;2932507;Una;0,3696;0,4358;0,4074;0,5158;0,5309;
BA;2932606;Urandi;0,4436;0,4522;0,4736;0,4619;0,5694;
BA;2932705;Uruçuca;0,3565;0,3151;0,3477;0,4409;0,4368;
BA;2932804;Utinga;0,3777;0,4201;0,3643;0,3915;0,4645;
BA;2932903;Valença;0,3856;0,4045;0,3888;0,4302;0,5085;
BA;2933000;Valente;0,5076;0,4736;0,4558;0,5494;0,5825;
BA;2933059;Várzea da Roça;0,3529;0,3665;0,4349;0,4386;0,4856;
BA;2933109;Várzea do Poço;0,3484;0,3892;0,3777;0,4604;0,5154;
BA;2933158;Várzea Nova;0,3829;0,4134;0,4044;0,4028;0,4923;
BA;2933174;Varzedo;0,3713;0,4092;0,4312;0,5017;0,4903;
BA;2933208;Vera Cruz;0,3966;0,4117;0,4154;0,4435;0,4817;
BA;2933257;Vereda;0,4555;0,4152;0,3839;0,4598;0,5035;
BA;2933307;Vitória da Conquista;0,5086;0,5275;0,5311;0,5799;0,6268;
BA;2933406;Wagner;0,3089;0,3627;0,3809;0,3958;0,4344;
BA;2933455;Wanderley;0,3583;0,3775;0,3857;0,4721;0,4936;
BA;2933505;Wenceslau Guimarães;0,2546;0,329;0,281;0,3223;0,3788;
BA;2933604;Xique-Xique;0,3435;0,3353;0,3308;0,3741;0,4384;
BA;2999919;Trancoso;;;;;;
BA;2999929;Barcellos;;;;;;
BA;2999939;Olivença;;;;;;
BA;2999949;Villa Verde;;;;;;
CE;2300101;Abaiara;0,5331;0,483;0,5136;0,5684;0,6704;
CE;2300150;Acarapé;0,4959;0,5361;0,4553;0,5579;0,5958;
CE;2300200;Acaraú;0,529;0,5293;0,5406;0,5868;0,6058;
CE;2300309;Acopiara;0,4901;0,4799;0,4977;0,4958;0,5691;
CE;2300408;Aiuaba;0,4549;0,4686;0,4475;0,4837;0,5264;
CE;2300507;Alcântaras;0,5327;0,522;0,5328;0,576;0,5995;
CE;2300606;Altaneira;0,5019;0,4829;0,4883;0,5322;0,6257;
CE;2300705;Alto Santo;0,5345;0,5109;0,4934;0,5379;0,5535;
CE;2300754;Amontada;0,4645;0,4814;0,4676;0,525;0,5406;
CE;2300804;Antonina do Norte;0,5296;0,4724;0,5396;0,5855;0,5955;
CE;2300903;Apuiarés;0,4813;0,5163;0,5378;0,5518;0,5802;
CE;2301000;Aquiraz;0,6197;0,6122;0,6706;0,6792;0,7233;
CE;2301109;Aracati;0,6187;0,5991;0,5927;0,6215;0,6654;
CE;2301208;Aracoiaba;0,5419;0,5315;0,5448;0,6095;0,6662;
CE;2301257;Ararendá;0,5034;0,5342;0,5169;0,5653;0,6308;
CE;2301307;Araripe;0,4858;0,4437;0,4533;0,515;0,5203;
CE;2301406;Aratuba;0,4288;0,4428;0,5065;0,5371;0,5635;
CE;2301505;Arneiroz;0,4455;0,4852;0,5075;0,5361;0,5905;
CE;2301604;Assaré;0,5106;0,4902;0,484;0,5483;0,5809;
CE;2301703;Aurora;0,4284;0,3899;0,432;0,4498;0,5097;
CE;2301802;Baixio;0,5241;0,5195;0,5024;0,5268;0,5739;
CE;2301851;Banabuiú;0,4328;0,4871;0,5029;0,5652;0,5389;
CE;2301901;Barbalha;0,6278;0,6295;0,6131;0,6333;0,6791;
CE;2301950;Barreira;0,461;0,4747;0,5188;0,532;0,5586;
CE;2302008;Barro;0,4266;0,4479;0,4828;0,4832;0,5469;
CE;2302057;Barroquinha;0,4706;0,5064;0,4907;0,539;0,5616;
CE;2302107;Baturité;0,4939;0,4728;0,5433;0,5742;0,6138;
CE;2302206;Beberibe;0,5117;0,5083;0,551;0,5625;0,59;
CE;2302305;Bela Cruz;0,5192;0,517;0,5725;0,5848;0,5557;
CE;2302404;Boa Viagem;0,4662;0,4478;0,5112;0,5479;0,5837;
CE;2302503;Brejo Santo;0,5456;0,5719;0,6047;0,662;0,693;
CE;2302602;Camocim;0,4891;0,4819;0,5303;0,5707;0,5628;
CE;2302701;Campos Sales;0,4808;0,4726;0,5018;0,5432;0,5435;
CE;2302800;Canindé;0,5286;0,5414;0,5679;0,6031;0,6202;
CE;2302909;Capistrano;0,4533;0,5132;0,4774;0,5055;0,5331;
CE;2303006;Caridade;0,4303;0,424;0,4829;0,5299;0,552;
CE;2303105;Cariré;0,5489;0,5521;0,5413;0,5978;0,5739;
CE;2303204;Caririaçu;0,4505;0,4749;0,4877;0,5316;0,546;
CE;2303303;Cariús;0,4514;0,4575;0,5192;0,5538;0,5532;
CE;2303402;Carnaubal;0,4769;0,4785;0,5267;0,5465;0,6244;
CE;2303501;Cascavel;0,5611;0,6183;0,621;0,6419;0,6842;
CE;2303600;Catarina;0,4295;0,5136;0,4884;0,5114;0,5518;
CE;2303659;Catunda;0,5295;0,5495;0,5523;0,5563;0,5568;
CE;2303709;Caucaia;0,5321;0,5389;0,5697;0,5829;0,6108;
CE;2303808;Cedro;0,407;0,4499;0,4849;0,4797;0,5565;
CE;2303907;Chaval;0,4905;0,518;0,4721;0,5177;0,6107;
CE;2303931;Choró;0,4796;0,4623;0,444;0,4683;0,5526;
CE;2303956;Chorozinho;0,4973;0,5139;0,5161;0,5356;0,5909;
CE;2304004;Coreaú;0,5243;0,5258;0,5319;0,5604;0,6061;
CE;2304103;Crateús;0,5035;0,5234;0,529;0,5975;0,6059;
CE;2304202;Crato;0,5557;0,5881;0,5738;0,6038;0,6599;
CE;2304236;Croatá;0,4536;0,4417;0,4785;0,5019;0,5524;
CE;2304251;Cruz;0,5504;0,5494;0,5887;0,6275;0,6661;
CE;2304269;Deputado Irapuan Pinheiro;0,4851;0,5124;0,4944;0,5794;0,6143;
CE;2304277;Ererê;0,4683;0,4451;0,4974;0,5229;0,6005;
CE;2304285;Eusébio;0,7583;0,7791;0,7832;0,8074;0,8298;
CE;2304301;Farias Brito;0,5388;0,5008;0,4992;0,5418;0,5497;
CE;2304350;Forquilha;0,5911;0,6001;0,604;0,6314;0,6656;
CE;2304400;Fortaleza;0,6724;0,6957;0,7039;0,7173;0,7389;
CE;2304459;Fortim;0,5061;0,4885;0,4817;0,553;0,5831;
CE;2304509;Frecheirinha;0,5485;0,5471;0,6205;0,6702;0,7076;
CE;2304608;General Sampaio;0,4573;0,5228;0,5229;0,5341;0,5861;
CE;2304657;Graça;0,4919;0,4712;0,5117;0,5162;0,5837;
CE;2304707;Granja;0,4972;0,488;0,4879;0,5793;0,5785;
CE;2304806;Granjeiro;0,4784;0,4148;0,4735;0,5235;0,6129;
CE;2304905;Groaíras;0,5389;0,5326;0,5921;0,6461;0,6757;
CE;2304954;Guaiúba;0,4843;0,5051;0,5246;0,5587;0,6036;
CE;2305001;Guaraciaba do Norte;0,5151;0,5049;0,5188;0,5795;0,6132;
CE;2305100;Guaramiranga;0,533;0,5871;0,5671;0,6182;0,7003;
CE;2305209;Hidrolândia;0,5112;0,5164;0,5213;0,5538;0,5706;
CE;2305233;Horizonte;0,6299;0,6269;0,6656;0,6669;0,687;
CE;2305266;Ibaretama;0,438;0,4617;0,4288;0,4594;0,4929;
CE;2305308;Ibiapina;0,4925;0,5073;0,4754;0,535;0,5608;
